recipe_name,recipe_code,source_file,source_line_no,source_ingredient_name,source_quantity,source_unit,source_servings,upload_ingredient_name,upload_item_code,upload_quantity_for_1_serving,upload_unit,match_status,source_note
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,8,Cinnamon sticks,30.0,g,100,NIAZ CINNAMON STICK 1/1KG,GR003481,0.3,g,mapped,
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,9,Raisins,500.0,g,100,A-5 DIAMOND RAISIN 1/10KG,404314,5,g,mapped,
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,10,Almonds,700.0,g,100,A- SPIXA ALMONDS 1/1KG,404350,7,g,mapped,
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,11,Cashew nuts,700.0,g,100,A- SPIXA CASHEW NUTS 1/1KG,404349,7,g,mapped,
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,12,Khoya,1.0,kg,100,Khoya,RCPMIS-V5-013-KHOYA,10,g,missing_master,
Zarda Rice KBR-384 ONEGO V3,RCP-078-ZARDARICE-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Rice\Zarda Rice Recipe.100 PAX.docx,13,Rose water / Kewra water,50.0,ml,100,A-TFG MAMIA ROSE WATER 12/430ML,266115,0.5,ml,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,1,Dried white chickpeas,4.5,kg,100,AMAL CHICK PEAS # 07 1/15KG,GR003046,45,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,2,Baking soda,45.0,ml,100,A-TAFGA ORIENT GARDEN BAKING SODA 12/12Z,182376,0.45,ml,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,3,Potatoes,3.0,kg,100,POTATO (LOCAL),PR000022,30,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,4,Salt,80.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.8,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,5,Red onions,1.5,kg,100,DRY ONION (LOCAL),PR000020,15,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,6,Firm red tomatoes,2.0,kg,100,TOMATO (ADY),PR000005,20,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,7,Fresh green chilies,150.0,g,100,GREEN CHILLI (INDIAN),PR000016,1.5,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,8,Fresh mint leaves,200.0,g,100,MINT (BDL),PR000060,2,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,9,Fresh coriander/cilantro,400.0,g,100,CORIANDER LEAVES (BDL),PR000062,4,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,10,Commercial Chaat Masala powder,200.0,g,100,MAA CHAAT MASALA TUB 6/750G,GR003698,2,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,11,Roasted cumin seeds,100.0,g,100,SHAN CUMIN WHOLE  10/1KG,GR000554,1,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,12,Black salt,40.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.4,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,13,Kashmiri red chili powder,50.0,g,100,SHAN RED CHILLI POWDER 10/1KG,GR000042,0.5,g,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,14,Fresh lemon juice,750.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,7.5,ml,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,15,Tamarind chutney,1.5,l,100,Tamarind chutney,RCPMIS-V5-014-TAMARIND,0.015,l,missing_master,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,16,Mint-Coriander chutney,1.0,l,100,CORIANDER LEAVES (BDL),PR000062,0.01,l,mapped,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,17,Fine Sev,600.0,g,100,Fine Sev,RCPMIS-V5-015-FINESEV,6,g,missing_master,
Chana Chat KBR-384 ONEGO V3,RCP-079-CHANACHAT-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Chana Chat 100 pax .docx,18,Papdi,1.0,kg,100,Papdi,RCPMIS-V5-016-PAPDI,10,g,missing_master,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,1,Fresh mint leaves,2.5,kg,100,MINT (BDL),PR000060,25,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,2,Fresh coriander leaves,1.5,kg,100,CORIANDER LEAVES (BDL),PR000062,15,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,3,Green chillies,400.0,g,100,GREEN CHILLI (INDIAN),PR000016,4,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,4,Plain yogurt,2.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,20,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,5,Lemon juice,300.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,3,ml,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,6,Garlic,200.0,g,100,GARLIC  (CHINA),PR000018,2,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,7,Ginger,200.0,g,100,GINGER (CHINA),PR000019,2,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,8,Salt,120.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,1.2,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,9,Roasted cumin powder,80.0,g,100,SHAN CUMIN POWDER 10/1KG,GR000583,0.8,g,mapped,
Green Chutney KBR-384 ONEGO V3,RCP-080-GREENCHUTN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Chutney.100 pax.docx,10,Water,800.0,ml,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,8,ml,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,1,Iceberg Lettuce,6.0,kg,100,LETTUCE (LOCAL),PR000045,60,g,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,2,Romaine Lettuce,3.0,kg,100,LETTUCE (LOCAL),PR000045,30,g,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,3,Tomato,2.5,kg,100,TOMATO (ADY),PR000005,25,g,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,4,Cucumber,2.5,kg,100,CUCUMBER (ADY),PR000010,25,g,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,5,Carrot,1.0,kg,100,CARROT (AUSTALIA/CHINA),PR000026,10,g,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,6,Olive Oil,1.5,l,100,TAFGA OLIVE OIL 12/500ML,185208,0.015,l,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,7,Lemon Juice / Vinegar,750.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,7.5,ml,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,8,Salt,120.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,1.2,g,mapped,
Green Salad Mix KBR-384 ONEGO V3,RCP-081-GREENSALAD-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Green Salad Mix.100 pax.docx,9,Black Pepper,40.0,g,100,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.4,g,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,1,Dried chickpeas,3.5,kg,100,AMAL CHICK PEAS # 07 1/15KG,GR003046,35,g,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,2,Baking soda,60.0,ml,100,A-TAFGA ORIENT GARDEN BAKING SODA 12/12Z,182376,0.6,ml,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,3,Tahini,1.8,kg,100,TAFGA LIQ TAHINA 12/1KG,204980,18,g,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,4,Fresh lemon juice,1.2,l,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,0.012,l,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,5,Garlic cloves,250.0,g,100,GARLIC  (CHINA),PR000018,2.5,g,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,6,Ice-cold water,1.5,l,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,0.015,l,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,7,Fine sea salt,120.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,1.2,g,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,8,Ground cumin,45.0,ml,100,SHAN CUMIN POWDER 10/1KG,GR000583,0.45,g,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,9,Extra virgin olive oil,750.0,ml,100,TAFGA OLIVE OIL 12/500ML,185208,7.5,ml,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,10,Whole cooked chickpeas,500.0,g,100,AMAL CHICK PEAS # 07 1/15KG,GR003046,5,g,mapped,
Hummus for KBR-384 ONEGO V3,RCP-082-HUMMUSFOR-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Hummus for 100 pax .docx,11,Paprika or Sumac,50.0,g,100,A-ALMANAKIL SUMAC NO.1 1/KG,190082,0.5,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,1,Plain whole-milk yogurt,5.5,kg,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,55,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,2,Chilled water or Milk,500.0,ml,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,5,ml,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,3,Cucumbers,1.0,kg,100,CUCUMBER (ADY),PR000010,10,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,4,Red onions,400.0,g,100,DRY ONION (LOCAL),PR000020,4,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,5,Fresh coriander/cilantro leaves,150.0,g,100,CORIANDER LEAVES (BDL),PR000062,1.5,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,6,Fresh mint leaves,100.0,g,100,MINT (BDL),PR000060,1,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,7,Roasted cumin powder,50.0,g,100,SHAN CUMIN POWDER 10/1KG,GR000583,0.5,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,8,Black salt,30.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.3,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,9,White granulated sugar,25.0,g,100,AL OSRA SUGAR FINE 10/2KG,176065,0.25,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,10,Fine sea salt,20.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.2,g,mapped,
Raita KBR-384 ONEGO V3,RCP-083-RAITA-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Raita 100 pax .docx,11,Chaats masala,20.0,g,100,MAA CHAAT MASALA TUB 6/750G,GR003698,0.2,g,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,1,Cucumber,10.0,kg,100,CUCUMBER (ADY),PR000010,100,g,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,2,Yogurt,5.0,kg,100,ALMARAI LABNEH FF 1/2.75KG,DR000284,50,g,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,3,Fresh mint,250.0,g,100,MINT (BDL),PR000060,2.5,g,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,4,Garlic,100.0,g,100,GARLIC  (CHINA),PR000018,1,g,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,5,Lemon juice,200.0,ml,100,TFG MOONATY LEMON JUICE 12/1LTR,429366,2,ml,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,6,Salt,50.0,g,100,TAFGA REHAN SALT IODIZED 24/700G,166780,0.5,g,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,7,Black pepper,20.0,g,100,A-TAFGA FRESHLY PEPPER BLACK PWDR 6/16Z,185836,0.2,g,mapped,
Yogurt Cucumber Salad KBR-384 ONEGO V3,RCP-084-YOGURTCUCU-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Salad\Yogurt Cucumber Salad.100 pax.docx,8,Olive oil,200.0,ml,100,TAFGA OLIVE OIL 12/500ML,185208,2,ml,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,1,Full cream milk,12.0,l,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,0.12,l,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,2,Mixed fruit cocktail,4.0,kg,100,A-TFG FRESHLY FRUIT C/TAIL 6/2.5KG,139845,40,g,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,3,Fresh cream,2.0,l,100,TAFGA MARAI COOKING CREAM 12/1LTR,342384,0.02,l,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,4,Condensed milk,2.0,kg,100,AL MARAI UHT MILF FF 12/1LTR,DR000005,20,g,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,5,Khoya,1.5,kg,100,Khoya,RCPMIS-V5-013-KHOYA,15,g,missing_master,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,6,Vermicelli,1.0,kg,100,TAFGA GOODY VERMICELLI CUT 24/500G,275514,10,g,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,7,Cornflour,300.0,g,100,A-AL AMC CORN STARCH 1/25KG,139554,3,g,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,8,Water,500.0,ml,100,(TAFGA) NOVA WATER 24/0.55-0.6LTR,224894,5,ml,mapped,
Lab. a shreen KBR-384 ONEGO V3,RCP-085-LABASHREEN-KBR384ONEGOV3,C:\Users\HP\Documents\ChatGPT\sbox food pro\artifacts\recipe-upload-source\MENU\MENU\Sweet\Lab. a shreen 100 pax.docx,9,Rose syrup,500.0,ml,100,Rose syrup,RCPMIS-V5-017-ROSESYRU,5,ml,missing_master,
